disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
5205,,,,,6596387.96,207485.34,,2020-07-21T00:00:00.000Z,,20638,3d29085d7f92a7f92313516ce4ad9ad7,2020-07-21T11:55:32.544Z,5aa2d588cb4f0f7020b18930
5170,,,,,1727559.21,559070.4,,2020-07-21T00:00:00.000Z,,2320394.69,32a81708736d87933ca8e675f5cd4de0,2020-07-21T11:55:32.502Z,5aa2d588cb4f0f7020b18929
5195,,,,,403789.65,,,2020-07-21T00:00:00.000Z,,1180822,3dd84b537fa4da5d18329b9db2c8214f,2020-07-21T11:55:32.536Z,5aa2d588cb4f0f7020b1892e
5175,,,,,159026.03,77019.48,,2020-07-21T00:00:00.000Z,,0,0ebc3ee5965b0e9568edc3c52901fb7d,2020-07-21T11:55:32.506Z,5aa2d588cb4f0f7020b1892a
5220,,,,,,,,,,0,0d103e1247316df59f15ee2739ad9421,2020-06-02T13:22:22.573Z,5aa2d588cb4f0f7020b18933
5200,,,,,267226.76,267226.76,,2020-07-21T00:00:00.000Z,,0,c0ff3a5ff43252088ca175453077ae0f,2020-07-21T11:55:32.541Z,5aa2d588cb4f0f7020b1892f
5225,,,,,5352718.55,1344262.36,,2020-07-21T00:00:00.000Z,,0,59eeda5c828d58d47074cbef76895aa0,2020-07-21T11:55:32.597Z,5aa2d588cb4f0f7020b18934
5160,,,,,324252.9,30216,,2020-07-21T00:00:00.000Z,,0,24b276825748afc9fbffbfb7cd395537,2020-07-21T11:55:32.470Z,5aa2d588cb4f0f7020b18927
5185,,,,,,,,,,1546650.2,8c8cc7c385440c4eb39476b7a6dda115,2020-06-02T13:22:22.503Z,5aa2d588cb4f0f7020b1892c
5210,,,,,,,,,,0,1f31014ef9cf10b469cc1ec353d3a792,2020-06-02T13:22:22.551Z,5aa2d588cb4f0f7020b18931
5165,,,,,291920.6,24819.02,,2020-07-21T00:00:00.000Z,,0,0b65fc6fb41697453602b7085c840820,2020-07-21T11:55:32.474Z,5aa2d588cb4f0f7020b18928
5190,,,,,76945.83,,,2020-07-21T00:00:00.000Z,,0,f96b4ebe6dfa83a818f9a1791286f016,2020-07-21T11:55:32.531Z,5aa2d588cb4f0f7020b1892d
5215,,,,,,,,,,0,a187c1520f4045a1421f061478ee9592,2020-06-02T13:22:22.555Z,5aa2d588cb4f0f7020b18932
5230,,,,,3811.3,466.16,,2020-07-21T00:00:00.000Z,,0,c41749e0275f59a2c30910e4e27a9ebe,2020-07-21T11:55:32.597Z,5abc1f6ac34c73161f130b47
4359,,,,,42504583.15,1152013.1,39188200.73,2020-07-21T00:00:00.000Z,,1357097.75,3452cf39de717a5b9012c10f9c18efbf,2020-07-21T11:55:31.888Z,5ad789fd7da3cf507ed2450c
4360,,,,,54785639.65,2539323.61,48626191.28,2020-07-21T00:00:00.000Z,,12773049.25,e69a55cada0e552ca0a6e5925c64c164,2020-07-21T11:55:31.889Z,5ad789fd7da3cf507ed2450e
4358,,,,,32280229.6,591173.24,28509237.33,2020-07-21T00:00:00.000Z,,527099.75,9f805894e922740c9db15e557ae56df6,2020-07-21T11:55:31.887Z,5ad789fd7da3cf507ed2450d
5232,,,,,,,,,,0,e01eb94b683728ab3b068ff86fe94d11,2020-06-02T13:22:22.582Z,5ad789fd7da3cf507ed2450f
5231,,,,,,,,,,0,0afde2bbb413f3bb578464353330fa94,2020-06-02T13:22:22.581Z,5ad789fd7da3cf507ed24510
5234,,,,,44384.05,,,2020-07-21T00:00:00.000Z,,0,870972d8b58082ee4acd1344096663f0,2020-07-21T11:55:32.603Z,5ad789fd7da3cf507ed24512
5233,,,,,155164.75,11129,,2020-07-21T00:00:00.000Z,,143983.5,47c5ca0f79cfcfb1621d0129d5158356,2020-07-21T11:55:32.602Z,5ad789fd7da3cf507ed24511
5235,,,,,607580.66,21649.79,,2020-07-21T00:00:00.000Z,,0,7b7f132e637e15f5dcba650d53f6c64b,2020-07-21T11:55:32.604Z,5ad7d2ca7da3cf507ed48a1b
4361,,,,,24872227.53,2617030.1,20861470.83,2020-07-21T00:00:00.000Z,,518641.39,8d10cee6c7aeae50ab1b7c7e3821fbaa,2020-07-21T11:55:31.890Z,5ae3ac25ca7e5e39b54d47e3
4362,264,774416.84,549705.7,224711.14,38984522.87,8618267.69,23404056.12,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,721926,a7b95a9a52d28d09071aab8a5f3437ff,2020-07-21T11:55:50.908Z,5ae3ac25ca7e5e39b54d47e4
5236,,,,,2133667.29,71167.29,,2020-07-21T00:00:00.000Z,,0,16dd5cd0356ea6abca44416f7950da3a,2020-07-21T11:55:32.605Z,5ae8f701ca7e5e39b5574250
5237,,,,,5939293.72,7672.04,,2020-07-21T00:00:00.000Z,,0,3948ec7930ced63c0580ed956f46e2c3,2020-07-21T11:55:32.607Z,5aece651ca7e5e39b55ebd0b
4363,1165,3883630.08,3436880.94,446749.14,14666657.73,2394465.99,10836252.23,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,1643379.8,3d93a3f04b40f854721513d0a2270163,2020-07-21T11:55:50.910Z,5aee3c89ca7e5e39b5613f47
4364,230,723486.85,399313.66,324173.19,,,,,2020-07-21T00:00:00.000Z,82837.45,7c3d992806e131ad5f13c687d1e3e66d,2020-07-21T11:55:50.911Z,5af22c6fca7e5e39b568bcb3
4365,252,1593486.18,1294506.99,298979.19,11185358.77,4563829.16,5637267.54,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,542878.02,69a6c67bcb814298a2aaa1124f0efb81,2020-07-21T11:55:50.909Z,5af22c6fca7e5e39b568bcb4
4366,1013,13188507.8,11682124.77,1506383.03,107533004.78,11343279.48,95503264.26,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,504299.46,45681660cdd26b34b26789f9200b776e,2020-07-21T11:55:50.912Z,5afd96f469b15a30400407e8
5238,,,,,459333.08,,,2020-07-21T00:00:00.000Z,,0,655bd7380c58c364e929473fb5bd8cc4,2020-07-21T11:55:32.604Z,5afdb91369b15a30400ab4e0
4367,,,,,5009911,243268.83,4555394.87,2020-07-21T00:00:00.000Z,,207299.13,1f571f399af0742d0888f04ca16bcf3f,2020-07-21T11:55:31.884Z,5b0f80a3115d452fdedff590
5239,,,,,,,,,,0,1261adb384134a4c77b984b6625e0bcb,2020-06-02T13:22:22.587Z,5b171adf115d452fdeef2de8
4369,,,,,4099919.27,10548.34,4048757.93,2020-07-21T00:00:00.000Z,,74075,70af3306b78dd73118b2dfb1455bb68d,2020-07-21T11:55:31.887Z,5b1c611a115d452fdef94925
4368,,,,,30875793.94,28089121.69,617888.22,2020-07-21T00:00:00.000Z,,5236082.52,c1338021903043a7135864385ed83a17,2020-07-21T11:55:31.885Z,5b1c611a115d452fdef94928
4371,,,,,2722902.39,2432307.48,,2020-07-21T00:00:00.000Z,,2725,03c03196bec9c7d5541dc851284b4ea6,2020-07-21T11:55:31.896Z,5b1c611a115d452fdef94926
4370,,,,,637870.67,284604.76,202814.62,2020-07-21T00:00:00.000Z,,0,bf22fc9a31890d8011125a911e600b95,2020-07-21T11:55:31.895Z,5b1c611a115d452fdef94927
5240,,,,,,,,,,0,e2cf3c2ada1e3870ffdfa21182accabd,2020-06-02T13:22:22.588Z,5b1eff61115d452fdefe5515
5241,,,,,,,,,,891502.78,417e42f1d2d3a9665e82e36fbca48256,2020-06-02T13:22:22.588Z,5b299004115d452fde128dac
5242,,,,,79796.27,,,2020-07-21T00:00:00.000Z,,0,0ead9d46c9d7c7612a9c6f3a27cc1291,2020-07-21T11:55:32.606Z,5b2ae17e115d452fde1514a8
5243,,,,,0,0,,2020-07-21T00:00:00.000Z,,0,6f31101c2816689e92bfb88c76b16dfe,2020-07-21T11:55:32.607Z,5b2d7ffb115d452fde1a2131
4373,,,,,5312626.99,418199.92,4573297.81,2020-07-21T00:00:00.000Z,,504275.94,7ea8c637958fedb97d3b41aaa8c5878d,2020-07-21T11:55:31.898Z,5b317915115d452fde21b9f4
4372,,,,,25075931.21,7897123.51,15856061.72,2020-07-21T00:00:00.000Z,,1309166,177be448cfdd6a879a893293d6b6c0db,2020-07-21T11:55:31.897Z,5b317915115d452fde21b9f2
4374,,,,,5456443.46,402728.87,4310813.85,2020-07-21T00:00:00.000Z,,749902.3,7a76dffbe10375317d1a63273360a79f,2020-07-21T11:55:31.898Z,5b317915115d452fde21b9f3
5245,,,,,2669531.2,70678.26,,2020-07-21T00:00:00.000Z,,0,9dfc7e62e03f73a11a58e8d52f3f530b,2020-07-21T11:55:32.609Z,5b32ca9d115d452fde244132
5244,,,,,14588083.96,167539.76,,2020-07-21T00:00:00.000Z,,0,fb4a307b535bda8bb8bf264c49ca6019,2020-07-21T11:55:32.611Z,5b32ca9d115d452fde244133
4375,,,,,7451172.05,104198.74,6913497.59,2020-07-21T00:00:00.000Z,,227855.75,903c86a11ce676e90b3067ea649a082a,2020-07-21T11:55:31.902Z,5b36ba7f115d452fde2bdf32
4376,,,,,16509075.77,4776669.71,10949560.19,2020-07-21T00:00:00.000Z,,658214.75,20ffb687966792c81a2267748428dd0c,2020-07-21T11:55:31.903Z,5b3c050a115d452fde360a6c
5247,,,,,0,,,2020-07-21T00:00:00.000Z,,0,d569da6e72e914929a375ac21a031931,2020-07-21T11:55:32.614Z,5b3ea366115d452fde3b239b
5246,,,,,0,,,2020-07-21T00:00:00.000Z,,0,b5163df380a586353774a8ba19aeb4db,2020-07-21T11:55:32.613Z,5b3ea366115d452fde3b239c
5249,,,,,0,,,2020-07-21T00:00:00.000Z,,0,ff29e0132a6c3bbd8ee482912358e9a5,2020-07-21T11:55:32.615Z,5b3ff983115d452fde3db5ad
5248,,,,,,,,,,0,e7cf59b1035d36497ffaa3bd3acc371b,2020-06-02T13:22:22.594Z,5b3ff983115d452fde3db5ae
4377,5117,30651039.6,24178944.62,6472094.98,,,,,2020-07-21T00:00:00.000Z,328751.25,03db5aeeea4ff25ef417d6ebdfd45d89,2020-07-21T11:55:50.919Z,5b41467e115d452fde4044cb
5252,,,,,1339597.25,139634.63,,2020-07-21T00:00:00.000Z,,0,28431aa2e4b97d363275ad83a270adf1,2020-07-21T11:55:32.616Z,5b453fb9115d452fde47fc7d
5251,,,,,632637.15,247536.26,,2020-07-21T00:00:00.000Z,,0,4091b45af0dd5c6a8c7236c3aa80b7ca,2020-07-21T11:55:32.617Z,5b453fb9115d452fde47fc7e
5250,,,,,18125973.6,585589.8,,2020-07-21T00:00:00.000Z,,0,a1487310935a9bd399caf8794bf01055,2020-07-21T11:55:32.615Z,5b453fb9115d452fde47fc7f
5253,,,,,3674.48,3674.48,,2020-07-21T00:00:00.000Z,,0,9064c89ca2fa1a1c810ba18a6eee5028,2020-07-21T11:55:32.618Z,5b468c82115d452fde4a8c74
4378,,,,,2581502.04,233032.34,1992596.29,2020-07-21T00:00:00.000Z,,0,b9f2743e37e95c20bc57b4b000ab1eca,2020-07-21T11:55:31.904Z,5b47de0d115d452fde4d1e39
4379,,,,,34681708.42,32999367.98,749354.3,2020-07-21T00:00:00.000Z,,896846.5,67d60fef1bb56c0df2a96e2a3c662f2b,2020-07-21T11:55:31.900Z,5b511d76115d452fde5f0a54
5254,,,,,9258.91,3000.68,,2020-07-21T00:00:00.000Z,,0,8c63632f2a44d266500c6e3de2b59ceb,2020-07-21T11:55:32.619Z,5b511d76115d452fde5f0a55
5256,,,,,15053158.26,0,,2020-07-21T00:00:00.000Z,,0,1b2306154faf9baebe3f0afa3ef12518,2020-07-21T11:55:32.620Z,5b526a2e115d452fde6197f0
5255,,,,,15297.25,15297.25,,2020-07-21T00:00:00.000Z,,0,7e79528d33360b0a6f01f64ec6620559,2020-07-21T11:55:32.619Z,5b526a2e115d452fde6197f1
5257,,,,,,,,,,0,5c18753976bb8ca8d2b998e82bc3ce8f,2020-06-02T13:22:22.627Z,5b56635d115d452fde6944d8
5258,,,,,791413.99,7754.47,,2020-07-21T00:00:00.000Z,,0,c45763fd15b03e84f9c6799e8d86826e,2020-07-21T11:55:32.622Z,5b5a5332115d452fde70f1ce
5259,,,,,4281145.15,217345.14,,2020-07-21T00:00:00.000Z,,0,fc7162bd9ecb3006f95ee52cc0866995,2020-07-21T11:55:32.622Z,5b5a5332115d452fde70f1cf
3398,,,,,,,,,,,f062913a85d565bd99707745c7af1842,2020-06-01T12:49:27.525Z,5b5e4c5d115d452fde78a174
4380,,,,,3242229.28,97652.86,2786918.2,2020-07-21T00:00:00.000Z,,32227.25,37a3fbdf866d9356c5b601c36cfc2895,2020-07-21T11:55:31.905Z,5b5f9913115d452fde7b2f43
5261,,,,,15486.64,13720.96,,2020-07-21T00:00:00.000Z,,0,2511c408078bb7975372d8f8d84fc52f,2020-07-21T11:55:32.641Z,5b60ef6c115d452fde7dbfb8
5263,,,,,,,,,,59779.5,e09283d5ce293f3579a1799f3923eaed,2020-06-02T13:22:22.631Z,5b60ef6c115d452fde7dbfb9
5264,,,,,954946.5,11087.01,,2020-07-21T00:00:00.000Z,,0,f81aedbca3499141b6301d932e79890d,2020-07-21T11:55:32.643Z,5b60ef6c115d452fde7dbfba
5262,,,,,1205715.04,890408.77,,2020-07-21T00:00:00.000Z,,0,1f00b617adecb5ad35a7c9c474b6d9de,2020-07-21T11:55:32.642Z,5b623d04115d452fde804dbc
5260,,,,,2836507.47,672218.91,,2020-07-21T00:00:00.000Z,,0,7dac5ca51558652579d8cdcf3dcad87a,2020-07-21T11:55:32.623Z,5b623d04115d452fde804dbd
4381,,,,,25650623.13,2273646.78,21249253.99,2020-07-21T00:00:00.000Z,,215223.25,49dc1857742698b6d8fd031987fb0790,2020-07-21T11:55:31.901Z,5b64e019115d452fde856b77
5265,,,,,355403.11,0,,2020-07-21T00:00:00.000Z,,0,1468ca439d1e05e327a32c2e0b468183,2020-07-21T11:55:32.644Z,5b64e019115d452fde856b78
4382,500,8109589.03,5904595.93,2204993.1,309967399.91,296200183.08,12255829.17,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,2613412.69,397ed84fc50752616cc6bf632bf9d603,2020-07-21T11:55:50.924Z,5b6782f7115d452fde8a89b1
5267,,,,,,,,,,0,287b73223b649b51cb26a44ffdad74a3,2020-06-02T13:22:22.635Z,5b6a29d2115d452fde8fa8ec
5266,,,,,36010.87,13317.1,,2020-07-21T00:00:00.000Z,,0,e90c007f09800c312b4996198d88f10b,2020-07-21T11:55:32.646Z,5b6a29d2115d452fde8fa8ed
4383,,,,,8302842.7,489648.77,6997363.99,2020-07-21T00:00:00.000Z,,512455.75,a9167be853fee505a6e62b20134c3f9d,2020-07-21T11:55:31.902Z,5b6f6c27115d452fde99e810
5268,,,,,5514707.27,577452.37,,2020-07-21T00:00:00.000Z,,0,715cf06eeec4a0fe277ba449471db7e5,2020-07-21T11:55:32.647Z,5b736445115d452fdea19c70
5270,,,,,63576.93,61206.73,,2020-07-21T00:00:00.000Z,,0,4ac8ccb007e4dc4d31ff7ecbb575d933,2020-07-21T11:55:32.649Z,5b736445115d452fdea19c6f
5273,,,,,27757.8,27757.8,,2020-07-21T00:00:00.000Z,,0,df3f8f92bfdc7209f12e1d6b9bfcd07a,2020-07-21T11:55:32.650Z,5b736445115d452fdea19c71
5269,,,,,66098.71,15244.6,,2020-07-21T00:00:00.000Z,,0,03c88cb6ac987b6d24d57f5f50f2c917,2020-07-21T11:55:32.648Z,5b736445115d452fdea19c73
5271,,,,,11988.08,10766.47,,2020-07-21T00:00:00.000Z,,0,c6de0582df8c1354c7efc23015ed4566,2020-07-21T11:55:32.645Z,5b736445115d452fdea19c72
5272,,,,,0,,,2020-07-21T00:00:00.000Z,,0,f90a77e8ad8297649f05e3a751c1f466,2020-07-21T11:55:32.649Z,5b736445115d452fdea19c74
4384,,,,,327171.11,205360.51,104310.6,2020-07-21T00:00:00.000Z,,0,19162b96d6b9f97387886fe8ff056bfd,2020-07-21T11:55:31.929Z,5b7754b9115d452fdea94f08
4385,,,,,18249108.53,15282936.85,1525201.02,2020-07-21T00:00:00.000Z,,85633,f4897255cfcc3159b7a2fdea141f9a0e,2020-07-21T11:55:31.930Z,5b7b4d29115d452fdeb10434
4386,,,,,16725334.96,2819020.45,12767495.79,2020-07-21T00:00:00.000Z,,4676726.42,f1388bc7d745556692b9f6c91d3888ee,2020-07-21T11:55:31.931Z,5b7b4d29115d452fdeb10433
3399,,,,,,,,,,,bcdcaed1b2fd2df11bff6a20bff883d8,2020-06-01T12:49:27.526Z,5b7f3cc847d23e09030a3e94
4387,,,,,2709756.07,183982.03,2285415.92,2020-07-21T00:00:00.000Z,,65005,282e00fae356074139740884e2c17723,2020-07-21T11:55:31.932Z,5b8482d947d23e0903149514
5274,,,,,1010600.29,,,2020-07-21T00:00:00.000Z,,0,3813ed4a3efe39cc373d69c9eb737f00,2020-07-21T11:55:32.651Z,5b85d4a447d23e0903172bb0
4388,,,,,1918336.39,91774.39,1628957.15,2020-07-21T00:00:00.000Z,,0,9ae0fbd36f33acc73cf0208f5748c77e,2020-07-21T11:55:31.933Z,5b8880d047d23e090363bbda
4389,,,,,515561.24,159523.4,356037.84,2020-07-21T00:00:00.000Z,,0,e0e475f6c2ae1c9cdbb08b30ec4d9f3b,2020-07-21T11:55:31.934Z,5b89c8e047d23e090366500a
5275,,,,,0,0,,2020-07-21T00:00:00.000Z,,0,cde7f1354a3b38bb5536bde401602baa,2020-07-21T11:55:32.652Z,5b8f133847d23e090370a8e4
4391,,,,,0,,0,2020-07-21T00:00:00.000Z,,0,289b1111aa82ca188b238420e045b04c,2020-07-21T11:55:31.938Z,5b90607247d23e0903734b6c
4390,,,,,22045312.42,2185869.03,19057338.79,2020-07-21T00:00:00.000Z,,514677,ed926cdfa53aa45880f0406b0f504413,2020-07-21T11:55:31.937Z,5b90607247d23e0903734b6b
3400,,,,,,,,,,,c8983250c72b753d3d9884fea485f2de,2020-06-01T12:49:27.527Z,5b984ac747d23e09037c1776
3402,,,,,,,,,,,98a26b26e1faaac2d7c7b0a85ed1159a,2020-06-01T12:49:27.513Z,5b984ac747d23e09037c1777
4392,,,,,3966480.84,2757352.77,703106.62,2020-07-21T00:00:00.000Z,,836681.84,b966c4a79e7bfb368802518a6ce7735a,2020-07-21T11:55:31.939Z,5b999ae947d23e09037d8e5f
4393,34713,133948454.57,110191844.24,23756610.33,588763474.26,310879975.71,223613969.64,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,21600017.41,cfe27f5c44064b1feb636b65755fcf32,2020-07-21T11:55:50.938Z,5b9d8f6847d23e090381fe1b
4394,5175,24523834.2,21521282.91,3002551.29,98632645.27,55794688.83,32048060.34,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,1180265.71,7844e7ace29730bfc0188a1c6840b094,2020-07-21T11:55:50.939Z,5ba0325747d23e090384f0d0
5276,,,,,,,,,,0,9386b84ff0561e6c34db62a5215d4b8c,2020-06-02T13:22:22.654Z,5ba578c047d23e09038ad88e
5277,,,,,,,,,,0,8f46643526d3a406fd09a591820e971b,2020-06-02T13:22:22.654Z,5baabe7e47d23e090390c29b
4395,,,,,14309603.94,3021975.11,10624873.97,2020-07-21T00:00:00.000Z,,0,5fb37c0ae1b2efdf3d05b11ea987f846,2020-07-21T11:55:31.934Z,5bad664d47d23e090393bf08
4396,395,1011549.7,628323.13,383226.57,4775766.91,888204.12,3866955.82,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,0,cd45e5236f2a71cc8b06b7274154ce13,2020-07-21T11:55:50.935Z,5bb155ca47d23e09039837f8
4397,,,,,11834836.44,2232524.81,9584433.37,2020-07-21T00:00:00.000Z,,0,3b604b723a0b15b272bf7481b518400e,2020-07-21T11:55:31.944Z,5bb2ac2447d23e090399b77d
4398,,,,,8546476.99,2195189.18,5424500.53,2020-07-21T00:00:00.000Z,,0,5b93acdbdd3c844f5492b022d47de649,2020-07-21T11:55:31.944Z,5bb3f8d647d23e09039b34c5
4399,31414,149566921.29,123056611.8,26510309.49,1069388054.74,902614864.22,128014895.05,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,4927859.25,1e1378f4f78beec123c5fee9faaca5e1,2020-07-21T11:55:50.942Z,5bbfdaa8f3402972aeb01dba
3407,,,,,,,,,,,dfa24652edf3cf8335bdcdb65926f625,2020-06-01T12:49:27.528Z,5bc27dd4f3402972aeb31ced
4401,,,,,23241356.24,19906808.21,2201954.45,2020-07-21T00:00:00.000Z,,1166379.75,83c7adadd78e29aa03ad39bc366cbca9,2020-07-21T11:55:31.942Z,5bc52105f3402972aeb619d1
4400,5081,12581999.88,9877847.92,2704151.96,116295270.59,43555635.52,62717082.17,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,518802,7f4b5741bab81be4ffc52b1899846fe7,2020-07-21T11:55:50.943Z,5bc52105f3402972aeb619d0
4402,2040,8902520.27,8003898.67,898621.6,21362599.91,5378893.99,14858382.18,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,1604850.75,9ece6f5feead8d8fc84ad260619a36da,2020-07-21T11:55:50.944Z,5bc91592f3402972aeba97cc
4403,,,,,3133721.44,393656.43,2395588.94,2020-07-21T00:00:00.000Z,,366242.47,3531963fb9ff8bb6b0a6c88517b4a2c7,2020-07-21T11:55:31.962Z,5bca6739f3402972aebc1809
3408,,,,,,,,,,,887180292df674e42d911dcf3f24321e,2020-06-01T12:49:27.513Z,5bd0fe63f3402972aec39553
4404,6959,41631425.34,23878496.67,17752928.67,187733036.59,54868652.89,116011625.98,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,6022764,c228f9cebe76a3d13aa00240d8ce798b,2020-07-21T11:55:50.941Z,5bd4f262b898c430dbab6d5c
4405,,,,,1828970.38,379263.46,1294219.08,2020-07-21T00:00:00.000Z,,0,bd4d5b407d3919fb587df2f205e974a7,2020-07-21T11:55:31.968Z,5bda3876b898c430dbb16a49
4406,,,,,17920653.79,10644190.13,6327819.14,2020-07-21T00:00:00.000Z,,224276,5be3403c6659305c917a76d631ca1fb4,2020-07-21T11:55:31.969Z,5be0de27b898c430dbb8e955
5279,,,,,,,,,,0,dfc696b971abf3307e8090b417a9e6bf,2020-06-02T13:22:22.656Z,5be623fbb898c430dbbee4e9
5278,,,,,,,,,,0,42b8d1123f861e27e2b8fa624774f10c,2020-06-02T13:22:22.655Z,5be623fbb898c430dbbee4ea
5280,,,,,,,,,,0,ab271a23e7cf67134bdc78018d156cce,2020-06-02T13:22:22.657Z,5be623fbb898c430dbbee4eb
3409,,,,,,,,,,,dd1fd2d8654d86908b9f965e9ea48f85,2020-06-01T12:49:27.530Z,5be7759bb898c430dbc06414
4407,8074,90966479.26,59145294.87,31821184.39,786969991.81,725243584.18,58512219.74,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,9120317.32,eee4970aa8bd612c60fc34d947d3e839,2020-07-21T11:55:50.947Z,5beb6a01b898c430dbc4df87
4408,,,,,77480418.4,5835562.48,68775565.52,2020-07-21T00:00:00.000Z,,1766800.5,e3b11a0fba378e0551cc93ba826417a9,2020-07-21T11:55:31.971Z,5bfddf3ab898c430dbd9cf20
4409,,,,,974784.09,98165.18,876618.91,2020-07-21T00:00:00.000Z,,0,dab22bac8a4efea861d13c366f8521b2,2020-07-21T11:55:31.971Z,5c01cf6bb898c430dbdbe948
3410,,,,,,,,,,,9d02ffee0a79ec26d27f94a6aaa84a5a,2020-06-01T12:49:27.528Z,5c03250db898c430dbdc380e
4410,,,,,1131173.19,37890.71,708987.81,2020-07-21T00:00:00.000Z,,0,95c921f158860830cf588924597cf917,2020-07-21T11:55:31.975Z,5c086b17a0d7bc63480ba71f
4411,,,,,34534451.35,5005926.44,26620605.87,2020-07-21T00:00:00.000Z,,2572834.25,df8fa231b17568df2b02a85945bcdfd7,2020-07-21T11:55:31.975Z,5c198abbcac9735a7f641fbe
4412,,,,,17630118.89,3278316.06,12437454.77,2020-07-21T00:00:00.000Z,,117439,08adf081b637fe040e1f19e6f5e2413f,2020-07-21T11:55:31.966Z,5c5390ece53ef16627c21e93
4413,4352,28021545.11,27690801.88,330743.23,32126883.08,4445076.59,27253366.38,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,1144688,15693c79121964e62dd87d6a846567e5,2020-07-21T11:55:50.955Z,5c5390ece53ef16627c21e94
4414,,,,,720978.83,164066.7,,2020-07-21T00:00:00.000Z,,28581,9fbfdfaa6bdd14c33b1ed18f8a3842de,2020-07-21T11:55:31.972Z,5c54e263e53ef16627c3a255
4415,,,,,5626034.93,435933.83,4747942.9,2020-07-21T00:00:00.000Z,,527149.75,8a6623644fb215a5edecf85f265a4ef2,2020-07-21T11:55:31.973Z,5c6753cee53ef16627d8e597
4416,,,,,53623502.95,8036445.07,41499532.07,2020-07-21T00:00:00.000Z,,0,793ad3b34ff0df97f82a96bd85599adb,2020-07-21T11:55:31.974Z,5c74827ce53ef16627e80ea6
4417,,,,,3040753.25,355000.18,2329107.47,2020-07-21T00:00:00.000Z,,28665,db08dd55aaf0526bc8303ba91563ffd9,2020-07-21T11:55:31.978Z,5c74827ce53ef16627e80ea5
4418,,,,,8789086.73,925441.25,7143105.23,2020-07-21T00:00:00.000Z,,259476,f8d49e591b3c2edca57adc20b3190faf,2020-07-21T11:55:31.979Z,5c7dbcdde53ef16627f2b0a8
4419,136,1297359.78,1029356.42,268003.36,3689283.38,3138999.08,,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,216762.75,5da7505e6e8a5940d6a20c048ec3f4f8,2020-07-21T11:55:50.954Z,5c7f0e6ce53ef16627f434c7
5281,,,,,,,,,,0,553e4f7927f1528470b50af3a656de39,2020-06-02T13:22:22.658Z,5c86e953e53ef16627fd4a30
4420,3428,27194743.85,24272556.34,2922187.51,85227084.7,15218850.08,65578854.48,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,1149318.88,42d86a1bca13af736b5efbcf5b9bcd7f,2020-07-21T11:55:50.951Z,5c941c2e8e3669211bc5e167
4421,1735,15325446.92,13544334.4,1781112.52,65824356.91,15771509.05,46623852.79,2020-07-21T00:00:00.000Z,2020-07-21T00:00:00.000Z,31494410.5,a571191645410ea98314f3066c21997b,2020-07-21T11:55:50.961Z,5c96bf318e3669211bc8e870
4422,,,,,18086.25,18086.25,0,2020-07-21T00:00:00.000Z,,0,dccef62827f003db741fffbffc88648e,2020-07-21T11:55:31.977Z,5c9aaf968e3669211bcd6fbd
4423,,,,,215110.26,215110.26,0,2020-07-21T00:00:00.000Z,,40833,ecfc5bdffc83acf8fbd9b5d5327e8d3f,2020-07-21T11:55:31.982Z,5c9ea4038e3669211bd1f956
4425,,,,,87921.9,87921.9,0,2020-07-21T00:00:00.000Z,,19587,45d7d04226325efe804d1cbf348a8c0b,2020-07-21T11:55:31.984Z,5cabd2f48e3669211be12d9f
4424,,,,,23739852.76,785739.2,21545259.87,2020-07-21T00:00:00.000Z,,1260890,bdf714f04b8b7e30eafb98ba7e549623,2020-07-21T11:55:31.983Z,5cabd2f48e3669211be12d9e
