disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
2566,,,,,1077283.8,7402.1,,2020-07-21T00:00:00.000Z,,0,ea465c76e2289aa3168606280c1a7076,2020-07-21T11:55:29.690Z,5aa2d585cb4f0f7020b183d6
2586,,,,,3351326.34,22664.96,,2020-07-21T00:00:00.000Z,,0,a83eb7008f4f233af816838c8915f1fe,2020-07-21T11:55:29.736Z,5aa2d585cb4f0f7020b183da
2630,,,,,,,,,,0,69acd1c7240e07ed9ecf9f5f2d4af764,2020-06-02T13:22:19.706Z,5aa2d585cb4f0f7020b183de
2601,,,,,,,,,,0,05ec2135af748fa16026a1a9aa431184,2020-06-02T13:22:19.606Z,5aa2d585cb4f0f7020b183e2
2621,,,,,,,,,,0,67c8dc092f6e5d09e3b44b19782fce8b,2020-06-02T13:22:19.673Z,5aa2d585cb4f0f7020b183e6
2593,,,,,,,,,,0,46e6d86b8a00cb64094270b2434cdb96,2020-06-02T13:22:19.592Z,5aa2d586cb4f0f7020b183ea
2613,,,,,86787.54,7695.64,,2020-07-21T00:00:00.000Z,,0,1ae841914a4578d39e33536667f13764,2020-07-21T11:55:29.783Z,5aa2d586cb4f0f7020b183ee
2633,,,,,750,,,2020-07-21T00:00:00.000Z,,0,abb5ad6e669c52c858c522216788aa70,2020-07-21T11:55:29.805Z,5aa2d586cb4f0f7020b183f2
2556,,,,,,,,,,0,f59bdeb7ba4e1b6a1492dcbb30717dcd,2020-06-02T13:22:19.456Z,5aa2d585cb4f0f7020b183d4
2576,,,,,141511.94,,,2020-07-21T00:00:00.000Z,,0,d804940da96d8f248105a0b256cdfde4,2020-07-21T11:55:29.702Z,5aa2d585cb4f0f7020b183d8
2620,,,,,,,,,,0,155cbf6d8a726201654dbd90f0c4919d,2020-06-02T13:22:19.672Z,5aa2d585cb4f0f7020b183dc
2591,,,,,,,,,,0,5d92b554c93f4fed1c96c553827ede00,2020-06-02T13:22:19.587Z,5aa2d585cb4f0f7020b183e0
2611,,,,,,,,,,0,b36ecddddc1819e6ceb052e46be9c90c,2020-06-02T13:22:19.629Z,5aa2d585cb4f0f7020b183e4
2631,,,,,262646.56,,,2020-07-21T00:00:00.000Z,,0,e6f58ce120f9b33f049a2544cf219ecc,2020-07-21T11:55:29.807Z,5aa2d585cb4f0f7020b183e8
2603,,,,,,,,,,0,5aca785e0cca6be6c21cd32aa16e7fae,2020-06-02T13:22:19.609Z,5aa2d586cb4f0f7020b183ec
2623,,,,,,,,,,0,0ef4dbb25bf2b7712f03ebbbe6fb1d59,2020-06-02T13:22:19.675Z,5aa2d586cb4f0f7020b183f0
2640,,,,,65775.53,,,2020-07-21T00:00:00.000Z,,0,2df077c232f9d55435aae98a8afd2744,2020-07-21T11:55:29.822Z,5aa2d586cb4f0f7020b183f3
2664,,,,,498799.41,,,2020-07-21T00:00:00.000Z,,0,b6766336ff6d698613b487727a16e30d,2020-07-21T11:55:29.854Z,5aa2d586cb4f0f7020b183f8
2657,,,,,988301.75,25690.98,,2020-07-21T00:00:00.000Z,,0,c64139ec9525c43f3fe809e4b0c16315,2020-07-21T11:55:29.843Z,5aa2d586cb4f0f7020b183fd
2644,,,,,113353.05,,,2020-07-21T00:00:00.000Z,,0,af21a2a488489d810bc21afe45fd144e,2020-07-21T11:55:29.830Z,5aa2d586cb4f0f7020b183f4
2638,,,,,1882678.75,,,2020-07-21T00:00:00.000Z,,0,12aa79d7af488039a26cfb7c1cc9eb19,2020-07-21T11:55:29.826Z,5aa2d586cb4f0f7020b183f9
2654,,,,,3098322.57,,,2020-07-21T00:00:00.000Z,,0,2c0f87d39533a688b6fbad8ae571a03b,2020-07-21T11:55:29.845Z,5aa2d586cb4f0f7020b183f6
2662,,,,,2376105.76,12166.85,,2020-07-21T00:00:00.000Z,,0,32c0a8481dfa95d45c91cf3e72af099b,2020-07-21T11:55:29.852Z,5aa2d586cb4f0f7020b183fe
2647,,,,,2718247.83,,,2020-07-21T00:00:00.000Z,,0,5695bd893171a39291677af75b930c5e,2020-07-21T11:55:29.835Z,5aa2d586cb4f0f7020b183fb
2639,,,,,3338.02,,,2020-07-21T00:00:00.000Z,,0,fdb0c1d3736b9478efb8e8caf66a7766,2020-07-21T11:55:29.828Z,5aa2d586cb4f0f7020b18403
2672,,,,,239091.04,,,2020-07-21T00:00:00.000Z,,0,57bd8913b5c6c50b05f13ce94a0321ee,2020-07-21T11:55:29.859Z,5aa2d586cb4f0f7020b18400
2661,,,,,1773269.52,,,2020-07-21T00:00:00.000Z,,0,365a4ee1b4c84ac69d27a70fc50f0d3a,2020-07-21T11:55:29.851Z,5aa2d586cb4f0f7020b18408
2646,,,,,2537766.32,,,2020-07-21T00:00:00.000Z,,0,d51ffc5f5ee253f84079fea666ceda23,2020-07-21T11:55:29.833Z,5aa2d586cb4f0f7020b18405
2658,,,,,1543488.86,6596.89,,2020-07-21T00:00:00.000Z,,0,224c1a4b3b0cd29bee3bdbbd7a99907d,2020-07-21T11:55:29.846Z,5aa2d586cb4f0f7020b1840d
2643,,,,,135566.78,47464.5,,2020-07-21T00:00:00.000Z,,0,93bde2b3a4710bb4965a5655503a62fc,2020-07-21T11:55:29.831Z,5aa2d586cb4f0f7020b1840a
2645,,,,,658092.61,81790.07,,2020-07-21T00:00:00.000Z,,0,8e54dac3b2376070e072eafbfd802f24,2020-07-21T11:55:29.832Z,5aa2d586cb4f0f7020b18412
2668,,,,,6979271.97,151938.67,,2020-07-21T00:00:00.000Z,,0,519aca6defb001a8eda07cb8373161fd,2020-07-21T11:55:29.864Z,5aa2d586cb4f0f7020b1840f
2687,,,,,4883323.68,4883323.68,,2020-07-21T00:00:00.000Z,,0,d78e35e4a7705be804c8645465b37b86,2020-07-21T11:55:29.927Z,5aa2d586cb4f0f7020b18417
2655,,,,,345269.68,,,2020-07-21T00:00:00.000Z,,0,f5f329a745e65eb0f600f8c3d622266f,2020-07-21T11:55:29.837Z,5aa2d586cb4f0f7020b18414
2712,,,,,246723.76,10108.1,,2020-07-21T00:00:00.000Z,,0,d1c9ceefe74d64881941a86354524fc0,2020-07-21T11:55:29.951Z,5aa2d586cb4f0f7020b1841c
2697,,,,,80752.71,7903.09,,2020-07-21T00:00:00.000Z,,0,fa1527cec65084287adbc1aea1137b11,2020-07-21T11:55:29.924Z,5aa2d586cb4f0f7020b18419
2737,,,,,,,,,,0,d5e691d47aa201666ebfe3749d3400fe,2020-06-02T13:22:20.001Z,5aa2d586cb4f0f7020b18421
2722,,,,,83628.49,1436.58,,2020-07-21T00:00:00.000Z,,0,21b7012186790c15460a7b0ced810b8e,2020-07-21T11:55:30.004Z,5aa2d586cb4f0f7020b1841e
2762,,,,,2175243.15,,,2020-07-21T00:00:00.000Z,,0,3fd8bede07ee9d2104f7865768051f39,2020-07-21T11:55:30.054Z,5aa2d586cb4f0f7020b18426
2747,,,,,65863.96,,,2020-07-21T00:00:00.000Z,,0,79ca165956fff25e33a5f12c2e731b40,2020-07-21T11:55:30.040Z,5aa2d586cb4f0f7020b18423
2680,,,,,6432.11,,,2020-07-21T00:00:00.000Z,,0,09dc8bf7071d3e65d204ec0712165f3b,2020-07-21T11:55:29.904Z,5aa2d586cb4f0f7020b1842b
2665,,,,,2371710.41,,,2020-07-21T00:00:00.000Z,,0,fb8beea8dad9c0bf85badd7dfd97ab53,2020-07-21T11:55:29.855Z,5aa2d586cb4f0f7020b18428
2705,,,,,83718.03,,,2020-07-21T00:00:00.000Z,,0,ecf1647b1496109febfaa3343b4fea52,2020-07-21T11:55:29.943Z,5aa2d586cb4f0f7020b18430
2690,,,,,1079834.92,1079834.92,,2020-07-21T00:00:00.000Z,,0,7cae2a52de5bfea705f3ee7c5d3e3142,2020-07-21T11:55:29.931Z,5aa2d586cb4f0f7020b1842d
2730,,,,,,,,,,0,4ec3d0b6b31f54552b0351d3297be955,2020-06-02T13:22:19.993Z,5aa2d586cb4f0f7020b18435
2715,,,,,1374650.98,,,2020-07-21T00:00:00.000Z,,0,cfabbfb2072d1eed9c190400ced573b9,2020-07-21T11:55:29.955Z,5aa2d586cb4f0f7020b18432
2755,,,,,14978.67,,,2020-07-21T00:00:00.000Z,,0,e51ff705121d3d64ba60886b45a72909,2020-07-21T11:55:30.043Z,5aa2d586cb4f0f7020b1843a
2740,,,,,237638.12,2302.94,,2020-07-21T00:00:00.000Z,,0,4026ad8ad02bc4e10a1a389a91ac0708,2020-07-21T11:55:30.031Z,5aa2d586cb4f0f7020b18437
2780,,,,,,,,,,0,45ec7c3ce3bf9987963fa598b69af771,2020-06-02T13:22:20.094Z,5aa2d586cb4f0f7020b1843f
2765,,,,,4286325.67,,,2020-07-21T00:00:00.000Z,,0,54a843c3decc3d3522fe44a2dea49c10,2020-07-21T11:55:30.057Z,5aa2d586cb4f0f7020b1843c
2772,,,,,2703561.16,95153.74,,2020-07-21T00:00:00.000Z,,0,acdab93608ac9828e4ee8174bb33a491,2020-07-21T11:55:30.101Z,5aa2d586cb4f0f7020b18444
2790,,,,,,,,,,0,8213c08d3f8e99abb36055f139f21ff8,2020-06-02T13:22:20.104Z,5aa2d586cb4f0f7020b18441
2797,,,,,319501.9,3007.5,,2020-07-21T00:00:00.000Z,,0,6884d91572eaf281981be7ba16b45fb9,2020-07-21T11:55:30.146Z,5aa2d586cb4f0f7020b18449
2782,,,,,,,,,,0,3c34c71b1047b1404939ea75053995d0,2020-06-02T13:22:20.096Z,5aa2d586cb4f0f7020b18446
2822,,,,,217839.92,2386.83,,2020-07-21T00:00:00.000Z,,0,ca71e05d08e6cecedb82bf547defd941,2020-07-21T11:55:30.201Z,5aa2d586cb4f0f7020b1844e
2807,,,,,457324.98,21336.75,,2020-07-21T00:00:00.000Z,,0,d782c01b7615e5686124cc7681cf7952,2020-07-21T11:55:30.158Z,5aa2d586cb4f0f7020b1844b
2847,,,,,102627.51,,,2020-07-21T00:00:00.000Z,,0,1816d36097482c87c3fc17ecffc8e811,2020-07-21T11:55:30.252Z,5aa2d586cb4f0f7020b18453
2832,,,,,889842.57,47325.45,,2020-07-21T00:00:00.000Z,,0,0666304b160c0b2040e21f8406b8b780,2020-07-21T11:55:30.212Z,5aa2d586cb4f0f7020b18450
2693,,,,,3513567.09,646395.1,,2020-07-21T00:00:00.000Z,,0,415b1c5ec146b978dcb0acd12dd32c2d,2020-07-21T11:55:29.934Z,5aa2d586cb4f0f7020b18458
2857,,,,,1890446.08,16713.59,,2020-07-21T00:00:00.000Z,,0,9007ca1c2287ffd82496575b4952dc0a,2020-07-21T11:55:30.259Z,5aa2d586cb4f0f7020b18455
2718,,,,,18333090.05,380850.42,,2020-07-21T00:00:00.000Z,,0,5f9a4c63ae80c08eb89999ad487018c0,2020-07-21T11:55:29.961Z,5aa2d586cb4f0f7020b1845d
2703,,,,,94178.25,,,2020-07-21T00:00:00.000Z,,0,337ee4d04d79a00726a1c3c2981f30a4,2020-07-21T11:55:29.937Z,5aa2d586cb4f0f7020b1845a
2800,,,,,174155.26,,,2020-07-21T00:00:00.000Z,,0,ee9f4c99dfee6a254c90a3ca14c7fdf0,2020-07-21T11:55:30.151Z,5aa2d586cb4f0f7020b18461
2728,,,,,3705037.74,207727.44,,2020-07-21T00:00:00.000Z,,0,d2ecb66a6b8c9ff7b4a944e75c5409af,2020-07-21T11:55:30.009Z,5aa2d586cb4f0f7020b1845f
2872,,,,,4527.53,,,2020-07-21T00:00:00.000Z,,0,5796d78eedfbea2b1a80d2214657f6c5,2020-07-21T11:55:30.303Z,5aa2d586cb4f0f7020b18466
2810,,,,,16361.8,,,2020-07-21T00:00:00.000Z,,0,90ee62d8d03a86a875c39ebd7e911072,2020-07-21T11:55:30.159Z,5aa2d586cb4f0f7020b18463
2748,,,,,1046537.88,,,2020-07-21T00:00:00.000Z,,0,565713adbcc3bda0f467c14a9fa4a81c,2020-07-21T11:55:30.036Z,5aa2d586cb4f0f7020b1846b
2882,,,,,151670.08,20368.73,,2020-07-21T00:00:00.000Z,,0,610d6759d68762af751b4e22c2acac7c,2020-07-21T11:55:30.314Z,5aa2d586cb4f0f7020b18468
2773,,,,,4759982.52,,,2020-07-21T00:00:00.000Z,,0,fef89ffd9920998a5dfabad3a327dcae,2020-07-21T11:55:30.100Z,5aa2d586cb4f0f7020b18470
2798,,,,,111281.33,,,2020-07-21T00:00:00.000Z,,0,b6332c76d1a10dc3da95877efd254954,2020-07-21T11:55:30.147Z,5aa2d586cb4f0f7020b18475
2758,,,,,138933.54,,,2020-07-21T00:00:00.000Z,,0,795c8a9e10128fb49aa679b943686dbf,2020-07-21T11:55:30.049Z,5aa2d586cb4f0f7020b1846d
2823,,,,,640027.58,7752.07,,2020-07-21T00:00:00.000Z,,0,65a9e24905c4d826f296dddb7d8a7b24,2020-07-21T11:55:30.202Z,5aa2d586cb4f0f7020b1847a
2783,,,,,1816465.98,44546.8,,2020-07-21T00:00:00.000Z,,0,f245943ec081bfdae77f980c3c5c2049,2020-07-21T11:55:30.127Z,5aa2d586cb4f0f7020b18472
2808,,,,,189336.74,178270.09,,2020-07-21T00:00:00.000Z,,0,35817afa4e5d092919148d89accf74d6,2020-07-21T11:55:30.154Z,5aa2d586cb4f0f7020b18477
2649,,,,,22897.85,,,2020-07-21T00:00:00.000Z,,0,70e1230c433c4bbbb12b2effa403b5ff,2020-07-21T11:55:29.838Z,5aa2d586cb4f0f7020b183f5
2642,,,,,36241.71,36241.71,,2020-07-21T00:00:00.000Z,,0,398658619bcc088a47b93ce491ba14cd,2020-07-21T11:55:29.829Z,5aa2d586cb4f0f7020b183fa
2667,,,,,1154485.44,,,2020-07-21T00:00:00.000Z,,0,04038b9cf1b90ff8159ef93ab80e3e27,2020-07-21T11:55:29.863Z,5aa2d586cb4f0f7020b183ff
2641,,,,,4729509.25,92513.15,,2020-07-21T00:00:00.000Z,,0,d60a269b57a222864c5c201b50053dc8,2020-07-21T11:55:29.827Z,5aa2d586cb4f0f7020b18404
2666,,,,,177499.59,,,2020-07-21T00:00:00.000Z,,0,8f0f5ccaafa4fb93c08a7cb14e577297,2020-07-21T11:55:29.862Z,5aa2d586cb4f0f7020b18409
2663,,,,,619658.59,7371.46,,2020-07-21T00:00:00.000Z,,0,521e62502a5e66780b13b07ce9e9a8d9,2020-07-21T11:55:29.853Z,5aa2d586cb4f0f7020b1840e
2650,,,,,106767.3,,,2020-07-21T00:00:00.000Z,,0,45e8fb7c769ae1514089a8040a5c25fe,2020-07-21T11:55:29.839Z,5aa2d586cb4f0f7020b18413
2692,,,,,2004861.4,2004861.4,,2020-07-21T00:00:00.000Z,,0,fa16fb28642e0e3de3f69e7278a2b0b4,2020-07-21T11:55:29.932Z,5aa2d586cb4f0f7020b18418
2717,,,,,231202.76,,,2020-07-21T00:00:00.000Z,,0,f2ee97228d5710a237817b4c592ee5f1,2020-07-21T11:55:29.960Z,5aa2d586cb4f0f7020b1841d
2742,,,,,728769.26,0,,2020-07-21T00:00:00.000Z,,0,09e439b613b7541ca6ee68f186780a8f,2020-07-21T11:55:30.035Z,5aa2d586cb4f0f7020b18422
2660,,,,,1418573.71,,,2020-07-21T00:00:00.000Z,,0,4a1df564a18f8307c09dfa486ed48c01,2020-07-21T11:55:29.850Z,5aa2d586cb4f0f7020b18427
2674,,,,,80510.28,2673.23,,2020-07-21T00:00:00.000Z,,0,1e67f12e50042be971ddeea2c8c30f21,2020-07-21T11:55:29.903Z,5aa2d586cb4f0f7020b18402
2656,,,,,1591350,102231.3,,2020-07-21T00:00:00.000Z,,0,80e9c1bfa361f9cbbfd535a0456df3c1,2020-07-21T11:55:29.840Z,5aa2d586cb4f0f7020b18407
2653,,,,,9259793.99,225314.53,,2020-07-21T00:00:00.000Z,,0,620574623e278948e4910e28565a81e7,2020-07-21T11:55:29.844Z,5aa2d586cb4f0f7020b1840c
2678,,,,,8312749.56,364617.67,,2020-07-21T00:00:00.000Z,,0,0a7ac00326447db73e09d73f73b1642f,2020-07-21T11:55:29.906Z,5aa2d586cb4f0f7020b18411
2682,,,,,89839.23,,,2020-07-21T00:00:00.000Z,,0,780434f373cb3dbc9b8226a07b227468,2020-07-21T11:55:29.908Z,5aa2d586cb4f0f7020b18416
2707,,,,,1137113.61,,,2020-07-21T00:00:00.000Z,,0,62c65cb2a881c4772658acad3c844596,2020-07-21T11:55:29.956Z,5aa2d586cb4f0f7020b1841b
2732,,,,,,,,,,0,2b9aab8c44697cf241d3b6d2dc0edd25,2020-06-02T13:22:19.995Z,5aa2d586cb4f0f7020b18420
2757,,,,,139863.7,,,2020-07-21T00:00:00.000Z,,0,f93dbe7456c2b27f69523bfb275e2b85,2020-07-21T11:55:30.052Z,5aa2d586cb4f0f7020b18425
2675,,,,,3584.55,,,2020-07-21T00:00:00.000Z,,0,e6bdb84e3eb9f9a3c068980118a4522f,2020-07-21T11:55:29.901Z,5aa2d586cb4f0f7020b1842a
2700,,,,,710751.98,440843.32,,2020-07-21T00:00:00.000Z,,0,fd9c94fd3b156ee06a00e194adb2e202,2020-07-21T11:55:29.933Z,5aa2d586cb4f0f7020b1842f
2725,,,,,5539.53,2076.53,,2020-07-21T00:00:00.000Z,,0,dbefdef2e1be8f3ba4a7831c3582674b,2020-07-21T11:55:30.006Z,5aa2d586cb4f0f7020b18434
2750,,,,,16699.86,,,2020-07-21T00:00:00.000Z,,0,5a1f0d210a663627c677a800718e3ecc,2020-07-21T11:55:30.039Z,5aa2d586cb4f0f7020b18439
2775,,,,,,,,,,0,afc6c43f0893c5798a827db28da55bfb,2020-06-02T13:22:20.074Z,5aa2d586cb4f0f7020b1843e
2767,,,,,28163.31,,,2020-07-21T00:00:00.000Z,,0,2d1056798b976d60d106ec9333afaff8,2020-07-21T11:55:30.095Z,5aa2d586cb4f0f7020b18443
2792,,,,,165914.83,157317.74,,2020-07-21T00:00:00.000Z,,0,f2b00dbddb10c01bd194c6a533d23543,2020-07-21T11:55:30.138Z,5aa2d586cb4f0f7020b18448
2817,,,,,23452765.1,1748832.76,,2020-07-21T00:00:00.000Z,,0,c985c45ecde7c11db012ae90b431aa69,2020-07-21T11:55:30.196Z,5aa2d586cb4f0f7020b1844d
2842,,,,,178183.15,,,2020-07-21T00:00:00.000Z,,0,490f41bc5c976e9c617b5af88a5cc0f0,2020-07-21T11:55:30.249Z,5aa2d586cb4f0f7020b18452
2688,,,,,1228860.77,274544.17,,2020-07-21T00:00:00.000Z,,0,ca3494258dc7137eb99783eabcb6d8aa,2020-07-21T11:55:29.928Z,5aa2d586cb4f0f7020b18457
2713,,,,,787557.07,17698.2,,2020-07-21T00:00:00.000Z,,0,ed0bfdfe24674821304e042aaa8f1c6c,2020-07-21T11:55:29.952Z,5aa2d586cb4f0f7020b1845c
2867,,,,,703954.92,3835.42,,2020-07-21T00:00:00.000Z,,0,2e694868815575138074af136cdf2520,2020-07-21T11:55:30.298Z,5aa2d586cb4f0f7020b18465
2743,,,,,324663.6,,,2020-07-21T00:00:00.000Z,,0,349da3f67287db12e40ffcc6d45805d0,2020-07-21T11:55:30.032Z,5aa2d586cb4f0f7020b1846a
2768,,,,,292521.18,,,2020-07-21T00:00:00.000Z,,0,8cb3832e63d7e96bd32080c8e357ec35,2020-07-21T11:55:30.098Z,5aa2d586cb4f0f7020b1846f
2793,,,,,,,,,,0,d596412fb3d19fcea81dcbc04c5fa60f,2020-06-02T13:22:20.106Z,5aa2d586cb4f0f7020b18474
2818,,,,,339716.27,,,2020-07-21T00:00:00.000Z,,0,95c7ab2747d0764d53353fb570c585ca,2020-07-21T11:55:30.197Z,5aa2d586cb4f0f7020b18479
2679,,,,,20431.52,,,2020-07-21T00:00:00.000Z,,0,050258e75ecae4875a1dfd9a3ca904f5,2020-07-21T11:55:29.907Z,5aa2d586cb4f0f7020b1847e
2704,,,,,27045.7,1929.59,,2020-07-21T00:00:00.000Z,,0,316f5bd90686f384e9f0674723f06906,2020-07-21T11:55:29.939Z,5aa2d586cb4f0f7020b18483
2729,,,,,3269576.83,172129.27,,2020-07-21T00:00:00.000Z,,0,d319665836b7e18d9d6f14cfda8a25e6,2020-07-21T11:55:30.019Z,5aa2d586cb4f0f7020b18488
2681,,,,,1153198.47,79387.8,,2020-07-21T00:00:00.000Z,,0,b814f53ac92486387ca74078505d11a5,2020-07-21T11:55:29.905Z,5aa2d586cb4f0f7020b1848d
2706,,,,,564692.63,62825.97,,2020-07-21T00:00:00.000Z,,0,99f057c9ad65cba30b15161580b979cc,2020-07-21T11:55:29.944Z,5aa2d586cb4f0f7020b18492
2731,,,,,390948.83,5060.09,,2020-07-21T00:00:00.000Z,,0,7610044d865971e48a8560a213824698,2020-07-21T11:55:30.021Z,5aa2d586cb4f0f7020b18497
2825,,,,,7358708.49,95966.97,,2020-07-21T00:00:00.000Z,,0,01755ac06a385f54f08fefcd354bd635,2020-07-21T11:55:30.205Z,5aa2d586cb4f0f7020b1849c
2858,,,,,638203.8,12825.18,,2020-07-21T00:00:00.000Z,,0,df9b2387dcd5e15624abfc8fcc6a9edc,2020-07-21T11:55:30.260Z,5aa2d586cb4f0f7020b184a1
2845,,,,,612234.29,,,2020-07-21T00:00:00.000Z,,0,e0d66648bd7a8beab1d82e04517a099c,2020-07-21T11:55:30.250Z,5aa2d586cb4f0f7020b184a6
2870,,,,,465822.05,59958.47,,2020-07-21T00:00:00.000Z,,0,ebd3c6ce836f35c9eaf6893ffb2439e8,2020-07-21T11:55:30.301Z,5aa2d586cb4f0f7020b184ab
2878,,,,,,,,,,0,eb19f2c155580ddb67bedd6032f0d49e,2020-06-02T13:22:20.275Z,5aa2d586cb4f0f7020b184b0
2759,,,,,24274.61,,,2020-07-21T00:00:00.000Z,,0,9e1b36ee9ef7fc00915b4a31d9b7ccbb,2020-07-21T11:55:30.050Z,5aa2d586cb4f0f7020b184b5
2784,,,,,2020851.57,26936.49,,2020-07-21T00:00:00.000Z,,0,e33ec9fc5a7a121055b80e61d1420c1d,2020-07-21T11:55:30.128Z,5aa2d586cb4f0f7020b184ba
2833,,,,,3866805.34,105135.29,,2020-07-21T00:00:00.000Z,,0,219b26cf4a8f2bbe85aa9148e52d8b5a,2020-07-21T11:55:30.214Z,5aa2d586cb4f0f7020b1847c
2694,,,,,1625345.68,163897.61,,2020-07-21T00:00:00.000Z,,0,a4e939c73a06d4cea745fb69c2c7b372,2020-07-21T11:55:29.929Z,5aa2d586cb4f0f7020b18481
2719,,,,,919183.24,,,2020-07-21T00:00:00.000Z,,0,8ebbfca1e5b3627acbf88df5be41156d,2020-07-21T11:55:29.999Z,5aa2d586cb4f0f7020b18486
2671,,,,,6243071.54,34976.38,,2020-07-21T00:00:00.000Z,,0,990e61f1eb60f93c16c5c4d97a09f822,2020-07-21T11:55:29.858Z,5aa2d586cb4f0f7020b1848b
2696,,,,,637475.79,637475.79,,2020-07-21T00:00:00.000Z,,0,386eb235f31ed8b35abb5a7b631cf4b1,2020-07-21T11:55:29.938Z,5aa2d586cb4f0f7020b18490
2721,,,,,4683929.84,148215.6,,2020-07-21T00:00:00.000Z,,0,d3097464ea297618761667ac6f9954d1,2020-07-21T11:55:30.003Z,5aa2d586cb4f0f7020b18495
2815,,,,,416.58,,,2020-07-21T00:00:00.000Z,,0,5db442ac10fc28f332791faf9f9c4600,2020-07-21T11:55:30.164Z,5aa2d586cb4f0f7020b1849a
2848,,,,,675577.69,4720.42,,2020-07-21T00:00:00.000Z,,0,114d461935db42dd8bd7876cbdbe01c9,2020-07-21T11:55:30.253Z,5aa2d586cb4f0f7020b1849f
2835,,,,,192972.73,11566.74,,2020-07-21T00:00:00.000Z,,0,2e0f9fff985e2399d288b81101c6b1fc,2020-07-21T11:55:30.213Z,5aa2d586cb4f0f7020b184a4
2860,,,,,,,,,,0,0502bf2ada653e3f2b37f3500d4cf7a6,2020-06-02T13:22:20.223Z,5aa2d586cb4f0f7020b184a9
2885,,,,,8824311.63,67520.38,,2020-07-21T00:00:00.000Z,,0,08fd268d468c0f149a181c4478473426,2020-07-21T11:55:30.316Z,5aa2d586cb4f0f7020b184ae
2749,,,,,5698.56,,,2020-07-21T00:00:00.000Z,,0,8d1aac9ab0163bc834c267155c8a4dca,2020-07-21T11:55:30.037Z,5aa2d586cb4f0f7020b184b3
2774,,,,,47322.51,,,2020-07-21T00:00:00.000Z,,0,6159990ece6b8e037857541441219f52,2020-07-21T11:55:30.103Z,5aa2d586cb4f0f7020b184b8
2684,,,,,162574.07,162574.07,,2020-07-21T00:00:00.000Z,,0,b8adf8bbdbbb1f4c9a633e3dd5188ed8,2020-07-21T11:55:29.922Z,5aa2d586cb4f0f7020b1847f
2709,,,,,,,,,,0,e628463b456d9b6171a6248838dbe985,2020-06-02T13:22:19.915Z,5aa2d586cb4f0f7020b18484
2734,,,,,,,,,,0,99a7107104c916c32ca8887d27877ae3,2020-06-02T13:22:19.997Z,5aa2d586cb4f0f7020b18489
2686,,,,,1333559.35,165469.13,,2020-07-21T00:00:00.000Z,,0,370162e6b9ac6f0844ee08698c89be5f,2020-07-21T11:55:29.925Z,5aa2d586cb4f0f7020b1848e
2711,,,,,1104733,1560.54,,2020-07-21T00:00:00.000Z,,0,86cb58a82fc328a6a44e3316190d69e3,2020-07-21T11:55:29.958Z,5aa2d586cb4f0f7020b18493
2809,,,,,80098.66,70902.95,,2020-07-21T00:00:00.000Z,,0,d71d689c2511b2663075c446619729e2,2020-07-21T11:55:30.157Z,5aa2d586cb4f0f7020b184bf
2736,,,,,,,,,,0,815ae1aa096ea7cec5b0c1324320ed30,2020-06-02T13:22:20.000Z,5aa2d586cb4f0f7020b18498
2834,,,,,601282.59,8738,,2020-07-21T00:00:00.000Z,,0,f12045e77533fcb1fae326d9adf458f1,2020-07-21T11:55:30.215Z,5aa2d586cb4f0f7020b184c4
2830,,,,,14127431.37,3132772.78,,2020-07-21T00:00:00.000Z,,0,bbf872163ab55601b0f757300dc3571d,2020-07-21T11:55:30.210Z,5aa2d586cb4f0f7020b1849d
2799,,,,,315637.26,48428.31,,2020-07-21T00:00:00.000Z,,0,e9df8c05aabdb6cf9e7f39a39d6fa346,2020-07-21T11:55:30.150Z,5aa2d586cb4f0f7020b184bd
2863,,,,,,,,,,0,78478cf69d3d865dfbe608c6fb1c6637,2020-06-02T13:22:20.226Z,5aa2d586cb4f0f7020b184a2
2824,,,,,17722218.96,195698.11,,2020-07-21T00:00:00.000Z,,0,c63ee504802457b0e1d31688124f7cca,2020-07-21T11:55:30.203Z,5aa2d586cb4f0f7020b184c2
2850,,,,,4327774.39,27113.28,,2020-07-21T00:00:00.000Z,,0,2bfb9a54165c8bfc557305da8081eec7,2020-07-21T11:55:30.255Z,5aa2d586cb4f0f7020b184a7
2849,,,,,456501.86,20611.54,,2020-07-21T00:00:00.000Z,,0,34e8c0100f0d9edc839ece383b56f762,2020-07-21T11:55:30.254Z,5aa2d586cb4f0f7020b184c7
2875,,,,,904314.17,896788.89,,2020-07-21T00:00:00.000Z,,0,5a83fcf48c6258bbb39046777a7aa586,2020-07-21T11:55:30.306Z,5aa2d586cb4f0f7020b184ac
2874,,,,,22073.78,5101.07,,2020-07-21T00:00:00.000Z,,0,bd8ef06d940fae8b426b9692c6903d07,2020-07-21T11:55:30.305Z,5aa2d586cb4f0f7020b184cc
2883,,,,,35431.74,7909.87,,2020-07-21T00:00:00.000Z,,0,ab092bf78cf7b7ab6aed18db3e3ce307,2020-07-21T11:55:30.312Z,5aa2d586cb4f0f7020b184b1
